arg-id,comment-id,argument,source,sentiment,genre
A185001345000001468_0,185001345000001468,検索サイトで動物を検索するとおかしな生き物が出てきて困る,personal,negative,current_status
A185001345000001468_1,185001345000001468,海外では児童ポルノを学習したAIが公開停止になった事例がある,personal,neutral,current_status
A185001345000001468_2,185001345000001468,クリエイターがAIを使うと炎上する可能性があり、発信の足枷になる,personal,negative,issues
A185001345000001468_3,185001345000001468,子を持つ親として、自分の子の顔を使ったポルノが作られることへの恐怖を感じる,personal,negative,issues
A185001345000001468_4,185001345000001468,真っ当な法整備を求める,personal,positive,strategy
A185001345000001469_0,185001345000001469,生成AIによるディープフェイクや市場荒らしを放置すべきではない,personal,positive,strategy
A185001345000001469_1,185001345000001469,生成AIによる画像が本来の生き物と異なるため、正しい情報が得られなくなっている,personal,negative,issues
A185001345000001469_2,185001345000001469,生成AIを創作行為と捉えることには疑問がある,personal,neutral,issues
A185001345000001470_0,185001345000001470,日本の文化を国が守らないと誰が守るのか,personal,negative,issues
A185001345000001470_1,185001345000001470,クールジャパンを利用してきた国の責任,personal,negative,issues
A185001345000001471_0,185001345000001471,生成AIによる創作物は、著作権のある創作物を無断で収集・模倣しているため、合法・違法を問わず認めるべきではない。,personal,negative,issues
A185001345000001471_1,185001345000001471,生成AIの利用を認めると、粗雑な模倣が繰り返される悪循環が生まれ、人間の文化を守るために強い規制が必要である。,personal,negative,issues
A185001345000001472_0,185001345000001472,生成AIの学習において、作者の許可が必要であるべき,personal,neutral,strategy
A185001345000001472_1,185001345000001472,作者が意図しない形で作品が学習されることは著作権侵害にあたる,personal,negative,issues
A185001345000001473_0,185001345000001473,AIと著作権に関する考え方は、著作権者の権利を守りつつ技術開発を妨げないように作られているべきである。,personal,neutral,strategy
A185001345000001473_1,185001345000001473,日本がAI開発で世界をリードするためには、人間中心のAI社会原則に基づいた土壌整備が必要である。,personal,positive,vision
A185001345000001473_2,185001345000001473,専門の弁護士が指摘するように、素案には大規模言語モデルの開発に萎縮的効果をもたらす可能性がある。,personal,negative,issues
A185001345000001473_3,185001345000001473,著作権法30条の4に関する誤解が、AI開発者に対する不当な批判を生む懸念がある。,personal,negative,issues
A185001345000001473_4,185001345000001473,誤解の例として、DB著作物でないデータのクローリングが著作権侵害とされることや、技術的措置を回避したデータ収集が但し書きに該当すると主張されることが挙げられる。,personal,neutral,issues
A185001345000001473_5,185001345000001473,AIと著作権に関する考え方を提示する際には、誤解の例を示し、研究者が委縮しないよう配慮が必要である。,personal,positive,strategy
A185001345000001475_0,185001345000001475,守るべきはAIより人間であるべき,personal,positive,vision
A185001345000001476_0,185001345000001476,国が海賊版を正式に認めることは最悪であり、著作権の崩壊を招く,personal,negative,issues
A185001345000001476_1,185001345000001476,ブランド品やロゴに関しても、完全一致でなければOKというのは問題である,personal,negative,issues
A185001345000001477_0,185001345000001477,AI学習には著作権のある画像が使用されていることを理解すべきであり、著作権者からの許可と対価の支払いが必要である。,personal,neutral,current_status
A185001345000001477_1,185001345000001477,無断で学習された作家の作風に似たAI生成物が商業活動を侵害する事例が多く、著作権者の許可を得て対価を支払わない限り、AIを商業利用することは禁止すべきである。,personal,negative,strategy
A185001345000001478_0,185001345000001478,生成AIのデータセットに児童ポルノが含まれている現状に不安がある,personal,negative,issues
A185001345000001478_1,185001345000001478,実在する人物の容姿が犯罪行為に使用される可能性がある,personal,negative,issues
A185001345000001478_2,185001345000001478,生成AIによって自分や家族、友人が容姿を利用されるリスクがある,personal,negative,issues
A185001345000001478_3,185001345000001478,生成AIが学習するためのデータ元となった作品の作者に利益が生まれない,personal,negative,issues
A185001345000001478_4,185001345000001478,創作活動を辞める人が増える可能性がある,personal,negative,issues
A185001345000001480_0,185001345000001480,生成AIの出力は学習元の切り貼りであり、元の創作者への風評被害が懸念される,personal,negative,issues
A185001345000001480_1,185001345000001480,AIに実在の人物写真を与えて卑猥なものを出力することが問題であり、AIに何を与えても罪に問われないのはおかしい,personal,negative,issues
A185001345000001480_2,185001345000001480,生成AIの素案に反対,personal,negative,issues
A185001345000001481_0,185001345000001481,生成AIが無断で他の作者のイラストを学習し、類似の作品を生成することは問題である,personal,negative,issues
A185001345000001481_1,185001345000001481,元の作者が無断使用にショックを受けている事例がある,personal,negative,issues
A185001345000001481_2,185001345000001481,生成AIは自分の描いたイラストや撮影した写真以外を無断で学習させるべきではない,personal,negative,strategy
A185001345000001482_0,185001345000001482,著作権者の利益を不当に害する生成AIの影響について懸念がある,personal,negative,issues
A185001345000001482_1,185001345000001482,生成AIによるイラストの量産が価値を失わせている,personal,negative,issues
A185001345000001482_2,185001345000001482,生成AIは同じ構図や絵柄を簡単に再現できるため、著作権者の利益を害している,personal,negative,issues
A185001345000001482_3,185001345000001482,無断学習は著作権者の利益を侵害しており、法改正が必要である,personal,negative,strategy
A185001345000001482_4,185001345000001482,生成AIに対する印象は非常に悪く、無断学習を禁止し、違反者には厳しい罰則を科すべきである,personal,negative,strategy
A185001345000001482_5,185001345000001482,日本の文化も放置すれば崩壊する恐れがある,personal,negative,current_status
A185001345000001483_0,185001345000001483,生成AIによる特定イラストレーターの無断学習が問題であり、個々の技術への冒涜である,personal,negative,issues
A185001345000001483_1,185001345000001483,生成AIの学習データは許可を得たものに限定すべき,personal,positive,strategy
A185001345000001484_0,185001345000001484,AIを併用して創作するクリエイターは少なく、実際にはAIを利用して他人の作品を自分のものとして販売する人が多い,personal,negative,issues
A185001345000001484_1,185001345000001484,AIによる安価な作品生成が、職業としての創造活動を行う人々の仕事を減少させる懸念がある,personal,negative,issues
A185001345000001484_2,185001345000001484,日本の法律で保障されている表現の自由が脅かされることに対する悲しみを感じる,personal,negative,issues
A185001345000001485_0,185001345000001485,AI生成を使った金銭の授受を法律で禁止すべき,personal,negative,strategy
A185001345000001485_1,185001345000001485,AI生成者による脅迫行為の厳罰化を求める,personal,negative,strategy
A185001345000001485_2,185001345000001485,特定の作家に似せた画風で金銭を得る行為は加害である,personal,negative,issues
A185001345000001485_3,185001345000001485,作家がやらないと決めている事を勝手に行うことは精神的な加害である,personal,negative,issues
A185001345000001485_4,185001345000001485,平均的な画風を求められることで仕事を奪われることも加害である,personal,negative,issues
A185001345000001485_5,185001345000001485,AIでお金を得るためには同意のとれた学習素材が必要である,personal,neutral,strategy
A185001345000001485_6,185001345000001485,個人利用に限り、公共の場には出させないことが必要である,personal,neutral,strategy
A185001345000001486_0,185001345000001486,著作権者の許可がない場合でも、第三者の作成データを利用して生成されたものを自分の著作物と主張することは許されない,personal,negative,issues
A185001345000001486_1,185001345000001486,生成物の履歴や情報を消せないようにする必要があるが、それでも悪用される可能性がある,personal,negative,issues
A185001345000001486_2,185001345000001486,絵画や音楽、文芸だけでなく、実在する人間の画像の使用も犯罪に該当する,personal,negative,issues
A185001345000001486_3,185001345000001486,AIは正しく使うべきだが、その正しさを誤解するのは人間の問題である,personal,neutral,current_status
A185001345000001486_4,185001345000001486,個人が個人のためだけに使用することが著作を守る最も安全な方法である,personal,positive,strategy
A185001345000001487_0,185001345000001487,AI生成画像に自分の作品が無断で使用されることに恐怖を感じる,personal,negative,issues
A185001345000001487_1,185001345000001487,性的なAI生成画像が子供や無関係な人々を脅かす可能性がある,personal,negative,issues
A185001345000001487_2,185001345000001487,AIを通じて自分の作品が無関係な目的で使われることは恐ろしい,personal,negative,issues
A185001345000001487_3,185001345000001487,AI技術の向上は喜ばしいが、著作権のルールが不十分な現状は許せない,personal,positive,current_status
A185001345000001487_4,185001345000001487,イラストや写真風イラスト生成AIの使用において、他者の著作権物を無断で使用することを禁止してほしい,personal,negative,issues
A185001345000001488_0,185001345000001488,AIに創作物を学習させることには反対であり、著作権は創作者にのみあるべき,personal,negative,issues
A185001345000001489_0,185001345000001489,生成AIによる著作物の無断利用と悪意のある行動が問題であり、システムの改正と法的規制が必要だと考える。,personal,negative,issues
A185001345000001490_0,185001345000001490,AIは初音ミクと同様に自由に利用できるが、著作者の同意がどこから得られるのかが問題である。,personal,negative,issues
A185001345000001490_1,185001345000001490,AIの学習元となる著作者の同意を得る方法と、同意によって受けるブランドの保護について考える必要がある。,personal,neutral,issues
A185001345000001490_2,185001345000001490,AIの利用は著名なクリエイター間だけの問題ではなく、誰でも簡単に出力できるため、軽い気持ちで利用する人が出てくる可能性がある。,personal,negative,issues
A185001345000001490_3,185001345000001490,商業利用を軽視する人々がいるため、被害が出てからでは遅い。,personal,negative,issues
A185001345000001490_4,185001345000001490,著名なクリエイターは対応できるが、趣味で創作を楽しむ多くの人々が最も被害を受ける可能性が高い。,personal,negative,issues
A185001345000001490_5,185001345000001490,AIは生成された作品に著作性が薄く、創作文化を壊す危険性がある。,personal,negative,issues
A185001345000001492_0,185001345000001492,生成AIを利用するクリエイターの存在について理解できない,personal,negative,issues
A185001345000001492_1,185001345000001492,クリエイターは自らの表現を芸術や創作に反映する人々であるべき,personal,positive,vision
A185001345000001492_2,185001345000001492,生成AI市場の現状は創作者に対する侮辱行為である,personal,negative,issues
A185001345000001492_3,185001345000001492,文化庁の生成AIに対する思想は浅はかである,personal,negative,current_status
A185001345000001492_4,185001345000001492,データの模倣や類似性について証明が難しい,personal,neutral,issues
A185001345000001492_5,185001345000001492,生成AIの技術は素晴らしいが、文化庁の対策には問題が多い,personal,negative,issues
A185001345000001493_0,185001345000001493,学習元データセットの開示を求める仕組みが必要,personal,positive,strategy
A185001345000001493_1,185001345000001493,データセットの透明性が求められる,personal,positive,issues
A185001345000001493_2,185001345000001493,学術研究ではクリーンなデータセットの使用が当然であるべき,personal,positive,vision
A185001345000001493_3,185001345000001493,クリエイター側が学習目的での利用を許可することが重要,personal,positive,strategy
A185001345000001493_4,185001345000001493,データセットの内容に依存するため、不正利用や模倣の監査が必要,personal,negative,issues
A185001345000001493_5,185001345000001493,生成されたモデルの目的を判断するためにデータセットの傾向を分析することが可能,personal,neutral,current_status
A185001345000001494_0,185001345000001494,AIの棲み分けができないなら禁止すべき,personal,negative,issues
A185001345000001494_1,185001345000001494,日本の文化を守ることが重要であり、著作権について真剣に考えるべき,personal,positive,vision
A185001345000001494_2,185001345000001494,AIは素晴らしいツールであるが、悪意のある使用が問題である,personal,neutral,issues
A185001345000001494_3,185001345000001494,AIの規制から始める必要がある,personal,neutral,strategy
A185001345000001495_0,185001345000001495,AIによる無差別な学習はクリエイターや企業にリスクをもたらし、大きな損失を生じる可能性がある。悪意のある学習によって類似デザインの販売や不適切な生成物が生まれ、クリエイターのイメージに傷がつく恐れがある。現在のクリエイターにとって搾取される構造は納得できず、規制のない状態が続けば文化の衰退を招く可能性があるため、AIの使用と学習に対する強い規制が求められる。,personal,negative,issues
A185001345000001496_0,185001345000001496,生成AIの使用がクリエイターの創作意欲や意義を奪う可能性があるため、新たな規制が必要,personal,negative,issues
A185001345000001496_1,185001345000001496,日本のアニメやマンガなどの創作物が国の利益に寄与しているため、生成AIは不利益をもたらす可能性がある,personal,negative,issues
A185001345000001496_2,185001345000001496,海外で生成AIの規制が始まっている中、日本では規制が不十分であることが問題,personal,negative,current_status
A185001345000001496_3,185001345000001496,生成AIの権利問題は個別の裁判で対応できる規模ではなく、明確な基準がないためクリエイターの権利が守られない,personal,negative,issues
A185001345000001496_4,185001345000001496,生成AIを著作物として認めるのは早いと考え、外部サイトへの投稿を禁止し、罰則措置を講じるべき,personal,negative,strategy
A185001345000001497_0,185001345000001497,AIによって生成されたものと人の手によって創作されたものは切り離して考えるべき,personal,neutral,current_status
A185001345000001497_1,185001345000001497,創作活動は表現の自由として守られるべき,personal,positive,vision
A185001345000001497_2,185001345000001497,AIが他人の作風を学習して生成したものを自分の作品として公表することは問題である,personal,negative,issues
A185001345000001497_3,185001345000001497,著作権侵害や名誉毀損の可能性がある,personal,negative,issues
A185001345000001497_4,185001345000001497,AI生成作品を個人で楽しむことは問題ないが、公表や商業利用には制限が必要,personal,neutral,strategy
A185001345000001497_5,185001345000001497,他人の作品を無断で学習材料として利用することを制限すべき,personal,negative,strategy
A185001345000001497_6,185001345000001497,創作とAI生成を一緒に制限することは日本の文化に影響を及ぼす可能性がある,personal,negative,issues
A185001345000001498_0,185001345000001498,他人の著作物に作風を似せる手法が流行しており、これに対して制限をかけるべき,personal,negative,issues
A185001345000001498_1,185001345000001498,AIを使った著作物は高度な加工や選別が行われるため、著作権は作成者にあるのが妥当,personal,positive,strategy
A185001345000001498_2,185001345000001498,特定の著作物に似せる目的で作った学習データの配布は著作権侵害として扱うべき,personal,negative,issues
A185001345000001498_3,185001345000001498,著作物の類似性を確認する負担が増えるため、訴訟や判断を簡略化する支援が必要,personal,neutral,actions
A185001345000001499_0,185001345000001499,AIによる著作権侵害の懸念がある,personal,negative,issues
A185001345000001499_1,185001345000001499,実在の人物の写真を学習しポルノ化する問題が発生している,personal,negative,issues
A185001345000001499_2,185001345000001499,インターネット上の写真や絵を一律学習不可とすべき,personal,negative,strategy
A185001345000001500_0,185001345000001500,一から自分の力で作品を作り上げているクリエイターと、他人の創作物から得た情報を出力するだけの人間を同じ括りにするのは疑問であり、努力を重ねているクリエイターへの侮辱と感じる。,personal,negative,issues
A185001345000001500_1,185001345000001500,生成AIの使用により著作権侵害の可能性があることを考慮すべきであり、法的に問題がないからといって何をしても良いわけではない。AIによって自分の作風が真似されることは当然非難されるべきであり、本当の被害者は作品を学習に使われたクリエイターである。,personal,negative,issues
A185001345000001500_2,185001345000001500,AI生成物に加筆するだけで著作物として認められるのはクリエイターへの侮辱であり、生成AIを作品として捉える考え方を改めるべき。クリエイターとは自らの力で創作を行う人間であり続けてほしい。,personal,negative,issues
A185001345000001500_3,185001345000001500,生成AIの存在により、自分の作品が取り込まれる不安や、イラストレーターの仕事が減る可能性があることは大問題である。現在の生成AIの環境は無法地帯であり、AI使用者をクリエイターと同等に考えず、創作者が安心して活動できるよう法整備を求める。,personal,negative,issues
A185001345000001501_0,185001345000001501,AIは特に画像と音声生成において著作権や肖像権を侵害しており、推進されるべきではない。特に実績のない有識者がAIを推進する傾向がある。現在の日本ではAIの使用が良心に頼っているが、今後の普及により政治家が最初の標的になる可能性が高い。ディープフェイク動画のように、簡単に偽造されたコンテンツがSNSで拡散され、視聴者が本物だと信じてしまう危険性がある。特に政治家は素材が豊富で、ヘイトを受けやすいため、偽情報の標的になりやすい。著作権や肖像権を守る法案が必要である。,personal,negative,issues
A185001345000001501_1,185001345000001501,現在、米国アリゾナ州でAIによる音声合成技術を悪用した子供の誘拐未遂事件が発生している。また、Stability AIが使用しているデータセットには児童ポルノ画像が含まれていることが問題視されている。多くの画像生成AIはStability AIのデータセットを元にしており、著作権や肖像権を侵害する画像やポルノが生成される可能性がある。合成機能が強化され続けることで、1枚の画像から動画が作成されることも懸念されている。米国著作権局はAIがもたらす著作権法および政策の問題を検討するイニシアチブを開始した。,personal,negative,issues
A185001345000001502_0,185001345000001502,現在の生成AIはアーティストの財産を侵害している,personal,negative,issues
A185001345000001502_1,185001345000001502,生成AIがイラストレーターの絵を無断でデータとして利用している,personal,negative,issues
A185001345000001502_2,185001345000001502,生成AIの規制を求める,personal,negative,issues
A185001345000001503_0,185001345000001503,自分の絵柄が生成AIに重点的に使われて不快であり、トラブルに巻き込まれた。,personal,negative,issues
A185001345000001503_1,185001345000001503,20年以上の努力で確立した絵柄が、努力していない人間に使われるのは理解できない。,personal,negative,issues
A185001345000001503_2,185001345000001503,日本のイラストやアニメは生成AIを使わずに発展してきたのに、無知な人間が介入することで衰退するのは明らか。,personal,negative,current_status
A185001345000001503_3,185001345000001503,生成AIの規制が遅れているため、海外からの依頼が減少しており、国の責任が問われる。,personal,negative,issues
A185001345000001503_4,185001345000001503,許可なしのデータセットから生成されるAIを違法薬物と同等の重罪にしてほしい。,personal,negative,issues
A185001345000001504_0,185001345000001504,生成AIの開発者は、インターネット上の画像や音声などのデータを素材として扱う際に、創作者へのリスペクトが欠けていることが多い。,personal,negative,issues
A185001345000001504_1,185001345000001504,生成AIは技術的に優れているが、その発展が個人の価値を損なうものであってはならない。,personal,negative,issues
A185001345000001504_2,185001345000001504,国家は創作する者を保護するために、税金と知恵を使うべきである。,personal,positive,strategy
A185001345000001505_0,185001345000001505,この素案がそのまま締結されると、我が国の創作文化がAIの侵攻により危機にさらされる。創作者を守るために素案を見直すべき。,personal,negative,issues
A185001345000001506_0,185001345000001506,生成AIは無許可で画像を蒐集する点が問題である,personal,negative,issues
A185001345000001506_1,185001345000001506,生成AIがクリエイターの絵柄を模倣し、不適切な表現を含む作品を生成することで風評被害が生じる,personal,negative,issues
A185001345000001506_2,185001345000001506,制作者の許可を得た著作物のみを学習することが必須である,personal,positive,strategy
A185001345000001506_3,185001345000001506,技術の発展は良いが、クリエイターの権利を侵害してはいけない,personal,positive,vision
A185001345000001507_0,185001345000001507,生成AIの著作権についての議論が必要である,personal,neutral,current_status
A185001345000001507_1,185001345000001507,生成AIが作成した作品には権利がないと考える,personal,negative,issues
A185001345000001507_2,185001345000001507,著作物は人間が生み出した唯一の作品であるべき,personal,negative,issues
A185001345000001507_3,185001345000001507,AIが生成する作品は再現性があり、他者の著作権を侵害する可能性がある,personal,negative,issues
A185001345000001508_0,185001345000001508,無断で作品のデータを収集・利用することは現行の著作権法と整合性が取れない。学習データは許可を得たものであるべきで、AI生成に用いられたデータは明記されるべきである。AI画像生成においては、著作者が訴えたり中止を求めたりできる現状があるが、無断で作成・販売されるLoRAモデルのような悪用を取り締まる法がない。特に、特定のイラストレーターの作品を学習させたAIによる悪質な行為が問題視されている。,personal,negative,issues
A185001345000001508_1,185001345000001508,AI生成画像は許可を得た画像のみを利用し、AI生成画像であることを明記すべきである。デマ画像の流布が懸念され、災害時においてもAIを用いたデマが広がる危険性がある。技術の進歩により完璧なフェイク画像が生成される可能性があり、社会秩序が崩壊する恐れがある。特定の個人の画像を学習させることで、その人物の写真を捏造できるリスクも存在し、人権問題に発展する可能性がある。日本の芸術や創作の自由、社会秩序を守るために、AI画像生成技術に規則を定める必要がある。,personal,negative,issues
A185001345000001509_0,185001345000001509,他人の声や外見、創作物を無断でAIに学習させることに反対する,personal,negative,issues
A185001345000001509_1,185001345000001509,AIから生成された作品をAI利用者の創作物として扱うことに反対する,personal,negative,issues
A185001345000001509_2,185001345000001509,AI利用者が金銭を得ることに反対する,personal,negative,issues
A185001345000001509_3,185001345000001509,AIが失礼な絵や卑猥な言葉を生成した場合の責任の所在について疑問を呈する,personal,neutral,issues
A185001345000001509_4,185001345000001509,元の声や人が分かる状態で傷ついた場合の名誉毀損の訴えについて懸念を示す,personal,negative,issues
A185001345000001510_0,185001345000001510,持って生まれた顔や声は守られるべきだが、努力で手に入れた絵柄や技術が機械に持っていかれるのは納得いかない,personal,negative,issues
A185001345000001510_1,185001345000001510,無断データを使用してデータ元と競合する生成AIを開発することは不当な権利の侵害に該当する,personal,negative,issues
A185001345000001511_0,185001345000001511,AIアートは慎重に取り扱わなければ、クリエイターが腐ってしまう可能性がある,personal,negative,issues
A185001345000001511_1,185001345000001511,AIアートが他の作品を適当に混ぜただけのキメラ作品ばかりになると、海外からの信用が失われる,personal,negative,issues
A185001345000001511_2,185001345000001511,AIアートによって女優や男優の高解像度のコラ画像が作成される危険性がある,personal,negative,issues
A185001345000001511_3,185001345000001511,同人販売などがグレーな状況になることは避けるべき,personal,negative,issues
A185001345000001511_4,185001345000001511,著作権や肖像権を脅かす可能性があるため、AIアートは慎重に扱う必要がある,personal,negative,issues
A185001345000001513_0,185001345000001513,AIの学習元には著作権フリーの作品を使用すべきであり、著作権のある作品を使用する場合は著作権料を支払うべき,personal,positive,strategy
A185001345000001513_1,185001345000001513,著作権侵害の実態があり、特にインターネットで作品を発表している著作権者が危機感を持っている,personal,negative,current_status
A185001345000001513_2,185001345000001513,AIが著作権を侵害した場合、名誉や信頼が傷つく可能性があり、特に無名のアーティストも影響を受ける,personal,negative,issues
A185001345000001513_3,185001345000001513,AIの学習に使用される作品の著作権を守るための規制法が必要であり、現行の法案は不十分である,personal,negative,strategy
A185001345000001513_4,185001345000001513,有識者の意見が狭く、ヒアリングが不足しているため、国民を守るためのAI規制法の検討が求められる,personal,negative,issues
A185001345000001514_0,185001345000001514,AIに既存の著作物データを基に出力させて自作を謳う行為に疑問を持つ,personal,neutral,issues
A185001345000001514_1,185001345000001514,自力で描いている人と作品を守るために法整備が必要,personal,negative,strategy
A185001345000001515_0,185001345000001515,声優の音声を無断で使用して生成AIを開発するのは不当な権利の侵害である,personal,negative,issues
A185001345000001516_0,185001345000001516,AIへの素材として個人の著作物や特性を無断で学習させることは権利の侵害である,personal,negative,issues
A185001345000001516_1,185001345000001516,日本のカルチャーが海外に奪われる可能性があるため、AIを使用していないクリエイターを守る制度を国として作るべき,personal,positive,strategy
A185001345000001517_0,185001345000001517,AIによる創作物が疑われることが悲しい,personal,negative,issues
A185001345000001517_1,185001345000001517,人間が悩み抜いて生み出した作品を大切にすべき,personal,positive,vision
A185001345000001517_2,185001345000001517,機械で生み出された作品には感動がない,personal,negative,issues
A185001345000001517_3,185001345000001517,素敵な作品は作者の命をかけた努力の結果である,personal,positive,vision
A185001345000001518_0,185001345000001518,生成AIの技術は興味深いが、使用する人間のモラルが低すぎる。クリエイターの成果や財産を不正に利用する者が多く、悪意を持って他者を貶める行為も見られる。例えば、特定のイラストレーターの作品を学習させてそのスタイルを模倣したポルノ画像を作成し、元のイラストレーターの作品として喧伝するケースがある。,personal,negative,issues
A185001345000001518_1,185001345000001518,企業がAIを用いて作成した作品を完全自作と偽って納品されると、後にAI生成物だと発覚した際に企業イメージが低下するリスクがある。商標などの著作権が明確なものが生成物に含まれると、作品の差し替えに多大なコストがかかる。生成AIはセンセーショナルな技術だが、開発企業が収益を上げられなくなっているほど嫌厭されている。学習データを公開元から許諾を得ずに使用している現状では、生成AIは単なる玩具や悪用のための道具に過ぎない。,personal,negative,issues
A185001345000001519_0,185001345000001519,AIの学習データセットは、以下の条件に制限すべき: 1. パブリックドメインの作品 2. AI学習利用を創作者本人が認可したもの 3. 創作者本人がAI利用をする場合の創作者のみの作品。,personal,neutral,strategy
A185001345000001519_1,185001345000001519,インターネットからの学習では、無許可に投稿された作品を学習する危険性があるため、AI学習のためのプラットフォームは上記条件を満たすべき。,personal,neutral,strategy
A185001345000001519_2,185001345000001519,プラットフォームの要件: 1. 著作権法に基づく著作権切れの創作物の掲載 2. AI学習利用を創作者本人が認可したものの掲載 3. 条件を満たさない作品の掲載時、海賊版としての速やかな掲載取下げ及び規約違反による措置の実施。,personal,neutral,actions
A185001345000001519_3,185001345000001519,創作物に対する無断利用防止のため、以下の対応を認可すべき: 1. 透かしやAI学習防止ツールの利用 2. プラットフォームや媒体へのAI利用条件の記載及び契約内容の行使。,personal,neutral,actions
A185001345000001520_0,185001345000001520,生成AIは学習データを取り込み、新しい作品を生成するが、これは切り貼りには該当しないのか疑問がある,personal,neutral,issues
A185001345000001520_1,185001345000001520,生成AIの生成物とクリエイターの作品の違いについて、文化庁とAIクリエイター間で認識の擦り合わせが必要,personal,neutral,issues
A185001345000001521_0,185001345000001521,AIによる創作物が著作権を侵害していない場合でも、クリエイターの技術や経験を基にした作品との類似性が問題である。AI作品の肯定がクリエイターの仕事を減少させる可能性があり、クリエイターの減少は新たな学習データの不足につながる。新たなAI生成技術の発展には、クリエイターの保護や育成、正しい知識の普及が重要であり、日本のコンテンツや文化の発展を支援すべきである。,personal,negative,issues
A185001345000001523_0,185001345000001523,生成AIは他人の創作物を無断で使用しているため、著作権を認めるべきではない,personal,negative,issues
A185001345000001523_1,185001345000001523,生成AIが認められると創作物が減少し、日本の創作文化が失われることに不安を感じる,personal,negative,issues
A185001345000001523_2,185001345000001523,1から作り上げた作品がAIの学習に使われることで、創作活動が減少し、日本が衰退する可能性がある,personal,negative,issues
A185001345000001524_0,185001345000001524,AIによる創作物と人間による創作物の区別が不明確であり、無条件の利用には疑問がある,personal,negative,issues
A185001345000001524_1,185001345000001524,AIは機械が材料を使って創作物を生成するため、創造性や創作性はないと考えられる,personal,negative,issues
A185001345000001524_2,185001345000001524,生成AIの利用には、材料となる創作物への対価や明確化の仕組みが欠如している,personal,negative,issues
A185001345000001524_3,185001345000001524,生成AIがGoogleや百度の検索結果を素材にしている現状では、利用は時期尚早である,personal,negative,current_status
A185001345000001524_4,185001345000001524,権利者からの訴訟リスクが高く、自然人の創作物と機械生成物が混在することで権利的な問題が生じる,personal,negative,issues
A185001345000001524_5,185001345000001524,生成AIを使用した創作者は商業ベースでリスクが高く、排除される可能性がある,personal,negative,issues
A185001345000001524_6,185001345000001524,生成AIと自然人の創作物を明示し、タグ付けするルールの作成が必要である,personal,positive,strategy
A185001345000001525_0,185001345000001525,AI生成における違法データの学習に関する懸念がある。開発者がクリエイターの創作物を無断で使用することができなくなると、依頼者のニーズに応じて違法データを学習させる可能性がある。特に、非クリエイターはAI生成物の判断が難しいが、クリエイターはその不自然さを感知できるため、反感を買う可能性が高い。また、非クリエイターのモラルの低さが違反行為を助長する恐れがある。AI生成利用者の信用度が低下している現状では、学習元を必要とするAI生成は限界を迎えていると考えられ、世界各国での規制が進む中、商業的成功は難しいだろう。,personal,negative,issues
A185001345000001526_0,185001345000001526,生成AIの学習データには著作物の規制が必要であり、著作者の文書的同意を得るべきである。生成AIの利用により、誤解を招く事象が起こる可能性があるため、著作者を守るための規制が求められる。,personal,positive,strategy
A185001345000001526_1,185001345000001526,海外では生成AIに対する反発があり、特にハリウッドでは脚本家や俳優が生成AIによる仕事の奪取を懸念してストライキを行った。日本でも生成AIの利用を厳しく規制し、著作者ファーストの考え方を持つべきである。,personal,negative,current_status
A185001345000001527_0,185001345000001527,生成AIによる学習がクリエイターや人物に損害を与えている現状がある,personal,negative,issues
A185001345000001527_1,185001345000001527,生成AIを用いた嫌がらせやディープフェイクの被害が増加している,personal,negative,issues
A185001345000001527_2,185001345000001527,技術の進歩により、見分けることが難しいディープフェイクが懸念される,personal,negative,issues
A185001345000001527_3,185001345000001527,現行の法律と生成AIの関係が噛み合っていないため、早急な法整備が必要,personal,negative,issues
A185001345000001529_0,185001345000001529,AI学習に無断でイラストを使用することを制限する環境作りが必要,personal,neutral,strategy
A185001345000001529_1,185001345000001529,AI利用者による著作権侵害や収益化のトラブルが増加している,personal,negative,issues
A185001345000001529_2,185001345000001529,著作者が無断で収益化されることに対する怒りと痛ましさを感じている,personal,negative,sentiment
A185001345000001529_3,185001345000001529,著作物の尊重と価値を守るための安心できる環境作りが求められている,personal,positive,vision
A185001345000001530_0,185001345000001530,特定のイラストレーターのイラストを学習させたAIが、そのイラストレーターの名前を入力して生成した場合、イラストレーターのサインを含むイラストが生成されることがある。,personal,neutral,current_status
A185001345000001530_1,185001345000001530,この場合、イラストレーターのサインは常に同じ場所に書かれるため、何度生成しても完璧に再現される。,personal,neutral,current_status
A185001345000001530_2,185001345000001530,複雑な指示を与えた場合、著作権はAI生成者に帰属すると考えられる。,personal,neutral,issues
A185001345000001530_3,185001345000001530,したがって、AI生成者は生成されたサインを自由に使用でき、著作権がある絵の一部を切り取って使うことも可能である。,personal,neutral,issues
A185001345000001530_4,185001345000001530,このため、元々のイラストレーターは関係なく、AIで生成したサイン入りのイラストの著作権は生成者にあると言える。,personal,neutral,issues
A185001345000001531_0,185001345000001531,自分の作品が無断でAI学習に使用されないよう、法整備を求めるべき,personal,negative,issues
A185001345000001531_1,185001345000001531,無断学習を防ぐための具体的な法律を明確にしてほしい,personal,negative,issues
A185001345000001531_2,185001345000001531,AI学習に使用してもいいという作者と、使用されたくない作者が住み分けできる仕組みが必要,personal,negative,strategy
A185001345000001531_3,185001345000001531,無断学習された場合の被害者の保護と、無断学習を行った者への対処を明確に示すべき,personal,negative,strategy
A185001345000001531_4,185001345000001531,創作活動を安心して行える環境を整備し、ルールを守る生成AI作成者と共存したい,personal,positive,vision
